text,label
"Dạo này, em thấy hơi mệt mỏi với công việc nhà và bài tập. Đôi lúc chỉ muốn nghỉ ngơi một chút.",1
"Mỗi lần ngồi trước máy tính, em cảm thấy đầu óc rối bời. Cảm giác như không thể tiếp tục làm việc, stress vì áp lực và không biết phải làm sao.",2
"Em cảm thấy kiệt sức hoàn toàn. Mỗi ngày đều như một gánh nặng, và em không thể tập trung vào bất kỳ điều gì. Cảm giác như đang bị chôn vùi dưới đống công việc và áp lực.",3
"Đôi lúc, em nhớ về những chuyện xưa cũ và cảm thấy buồn một chút. Nhưng sau đó em lại tiếp tục cuộc sống bình thường.",1
"Ký ức về quá khứ thường xuất hiện trong đầu em, làm cho em khó chịu và mất tập trung. Em cảm thấy mình không thể tiếp tục như thế này nữa.",2
"Em không thể thoát khỏi những ký ức đau lòng từ quá khứ. Mỗi đêm em đều mơ thấy chúng, và mỗi sáng tỉnh dậy với nỗi đau tâm hồn.",3
"Dạo này, em cảm thấy không muốn tham gia các hoạt động yêu thích như trước",1
"Mỗi ngày, em thấy mình mất hứng thú với mọi thứ, và thường muốn ở một mình. Cảm giác như không còn ai hiểu em",2
"Em không còn muốn tiếp xúc với ai, thậm chí cả bạn bè và gia đình. Cảm giác trống rỗng và tuyệt vọng suốt ngày",3
"Khi phải nói chuyện trước lớp, em cảm thấy hơi bồn chồn,",1
"Gần đây, chỉ cần nghĩ đến việc phải ra khỏi nhà là em thấy lo lắng. Cảm giác như mọi người đều đang nhìn và đánh giá em,",2
"Em thường thức dậy giữa đêm vì cảm thấy nghẹt thở, lo lắng về mọi chuyện nhỏ nhất trong cuộc sống và không thể kiểm soát được suy nghĩ của mình,",3
"Sau mỗi ngày làm việc, em cảm thấy hơi mệt và muốn nghỉ ngơi nhiều hơn,",1
"Mỗi buổi sáng, em thấy khó khăn để tỉnh dậy và bắt đầu một ngày mới vì cảm thấy mệt mỏi và kiệt sức,",2
"Em cảm thấy không thể tiếp tục làm việc nữa, mọi ngày đều như một gánh nặng không thể nào gạt bỏ. Thậm chí, ý nghĩ về việc nghỉ ngơi cũng không mang lại niềm vui nữa,",3
"Đôi khi, em nhớ lại một số chuyện không vui trong quá khứ và cảm thấy hơi bất an,",1
"Mỗi lần có tiếng động lớn hay xem một bộ phim liên quan, em lại nhớ về sự kiện đau lòng trước đây và cảm thấy lo lắng,",2
"Em thường mơ thấy chuyện xảy ra trong quá khứ, cảm giác như đang sống lại mọi chuyện. Mỗi lần nhớ lại, em cảm thấy hoảng sợ và không thể làm chủ được tâm trí mình,",3
"Đôi khi, trước những sự kiện quan trọng, em cảm thấy hơi lo lắng và căng thẳng,",1
"Em thường cảm thấy lo âu mỗi khi phải ra ngoài hoặc gặp nhiều người. Trái tim em đập nhanh và cảm giác như không thể thở được,",2
"Lo lắng đè nén em mỗi ngày. Mỗi lần điện thoại rung hay có tiếng động lạ, lòng em đều thấy đau đớn và sợ hãi không thể kiểm soát,",3
"Đôi khi, trước những sự kiện quan trọng, em cảm thấy hơi lo lắng và căng thẳng,",1
"Em thường cảm thấy lo âu mỗi khi phải ra ngoài hoặc gặp nhiều người. Trái tim em đập nhanh và cảm giác như không thể thở được,",2
"Lo lắng đè nén em mỗi ngày. Mỗi lần điện thoại rung hay có tiếng động lạ, lòng em đều thấy đau đớn và sợ hãi không thể kiểm soát,",3
"Gần đây, em cảm thấy hơi mệt mỏi với lượng công việc ngày càng nhiều. Cần một chút thời gian nghỉ ngơi,",1
"Mỗi ngày, em đều cảm thấy kiệt sức và áp lực từ công việc. Em muốn nghỉ ngơi nhưng cảm giác như mình không thể dừng lại,",2
"Em cảm thấy mình đã đạt đến giới hạn. Áp lực từ công việc khiến em không thể tập trung vào bất cứ điều gì khác. Em cần giúp đỡ,",3
"Thỉnh thoảng, em vẫn nhớ về một số sự kiện không vui trong quá khứ, nhưng em cố gắng không để nó ảnh hưởng đến mình,",1
"Cảm giác như quá khứ luôn ám ảnh em. Mỗi khi nhớ lại, lòng em đau đớn và khó khăn trong việc tập trung vào công việc hàng ngày,",2
"Những ký ức tổn thương từ quá khứ liên tục quay lại trong tâm trí em, làm em mất ngủ và cảm thấy sợ hãi. Em cần tìm hiểu và giúp đỡ để vượt qua,",3
"Dạo này, em thấy buồn mà không biết lý do. Có lúc cảm thấy không muốn tiếp tục nhưng lại sợ nói cho ai nghe,",1
"Em thấy mình mất hứng thú với mọi thứ. Đi học, chơi với bạn bè, thậm chí cả những thứ em yêu thích trước đây. Em không muốn cảm thấy như vậy nữa,",2
"Em không thể ngừng suy nghĩ về mình và cảm giác này. Em cảm thấy rất mệt mỏi và không thấy lý do gì để tiếp tục. Cảm giác như mọi thứ đều mất ý nghĩa,",3
"Mỗi khi phải nói trước lớp, tim em đập nhanh hơn một chút. Em lo lắng mọi người sẽ nghĩ gì về mình,",1
"Cứ mỗi lần đi ra khỏi nhà, lòng em cảm thấy bồn chồn. Em lo sợ rằng mình sẽ làm sai lầm và mọi người sẽ đánh giá em,",2
"Suốt ngày, em luôn cảm thấy lo lắng và căng thẳng. Đôi khi, em cảm thấy khó thở và không thể tập trung vào bất kỳ điều gì,",3
"Mới đầu, em chỉ cảm thấy mệt mỏi sau mỗi buổi học. Nhưng giờ đây, em cảm thấy mình đang chạy đua với thời gian,",1
"Dù cố gắng hết sức, em vẫn cảm thấy không thể theo kịp mọi thứ. Mỗi ngày dường như là một nhiệm vụ khó khăn và em thường cảm thấy kiệt sức vào cuối ngày,",2
"Em không còn sức lực hay động lực để tiếp tục nữa. Mỗi ngày trở nên quá nặng nề và em cảm thấy mình đang mất hứng thú với mọi thứ,",3
"Mới đầu, em chỉ cảm thấy mệt mỏi sau mỗi buổi học. Nhưng giờ đây, em cảm thấy mình đang chạy đua với thời gian,",1
"Dù cố gắng hết sức, em vẫn cảm thấy không thể theo kịp mọi thứ. Mỗi ngày dường như là một nhiệm vụ khó khăn và em thường cảm thấy kiệt sức vào cuối ngày,",2
"Em không còn sức lực hay động lực để tiếp tục nữa. Mỗi ngày trở nên quá nặng nề và em cảm thấy mình đang mất hứng thú với mọi thứ,",3
"Dạo này em thấy hơi mệt mỏi khi nghĩ về việc học, nhưng cũng không đến mức không muốn đi học,", 1
"Em bắt đầu cảm thấy khó chịu mỗi khi đi học. Không còn muốn gặp mặt bạn bè và thường muốn ở một mình,", 2
"Mỗi ngày, em không còn muốn ra khỏi phòng nữa. Cảm giác như mọi thứ đều vô nghĩa và em chỉ muốn ngủ mãi,", 3
"Thỉnh thoảng, em cảm thấy hơi lo lắng trước khi làm bài kiểm tra, nhưng sau đó thì bình thường trở lại,", 1
"Hằng ngày, em luôn cảm thấy áp lực và lo sợ về mọi thứ. Từ việc học cho đến việc gặp gỡ bạn bè, tất cả đều khiến em cảm thấy căng thẳng,", 2
"Lo âu đã chiếm lĩnh cuộc sống của em. Em thấy mình không thể tĩnh tâm, luôn cảm thấy khó thở và không thể tập trung vào bất kỳ việc gì,", 3
"Với việc học online, em cảm thấy hơi mệt mỏi và khó tập trung một chút, nhưng sau khi nghỉ ngơi thì lại ổn,", 1
"Hằng ngày, em thấy mình đang chạy đua với thời gian. Áp lực từ việc học và công việc nhóm khiến em cảm thấy kiệt sức,", 2
"Em cảm thấy mình không thể tiếp tục nữa. Cảm giác mỗi ngày đều là một gánh nặng và em không biết mình còn có thể chịu đựng thêm bao lâu,", 3
"Đôi khi, khi nhớ về một sự kiện không vui trong quá khứ, em cảm thấy buồn một chút nhưng rồi cũng nhanh chóng quên đi,", 1
"Quá khứ luôn ám ảnh em, đặc biệt là những lúc em đang một mình. Cảm giác như mình không thể vượt qua được,", 2
"Mỗi khi nhớ lại những gì đã xảy ra, lòng em đau như cắt. Cảm giác như em đang bị mắc kẹt trong quá khứ và không thể thoát ra,", 3
"Dạo này, em cảm thấy hơi buồn, không còn thú vị như trước nữa. Mọi thứ dường như mất đi điểm sáng. Em nghĩ mình đang trải qua một giai đoạn buồn tạm thời.", 1
"Em luôn cảm thấy lo lắng và căng thẳng. Cảm giác như có một áp lực nào đó luôn đè nặng lên vai em. Em cần phải tìm cách thư giãn và xả stress hơn.", 1
"Thời gian gần đây, em cảm thấy mệt mỏi và căng thẳng hơn bao giờ hết. Công việc nhiều và áp lực đè nặng lên em. Em cần giải quyết stress và kiểm soát tình hình.", 2
"Em thường xuyên bị lo âu và sự lo lắng đôi khi khiến em khó thở. Em cảm thấy như bị vướng vào một vòng xoáy không thoát ra. Đã đến lúc tìm sự giúp đỡ để không để tình trạng trầm trọng hơn.", 2
"Hệ thống của em đang gặp vấn đề nghiêm trọng. Công việc đè nặng lên em, và em đã không thể xả stress một thời gian dài. Em cảm thấy kiệt sức và mất kiểm soát. Cần sự can thiệp cấp bách.", 3
"Cảm xúc của em ngày càng kém ổn định. Tâm trạng thất thường và lo âu đè nặng lên em hàng ngày. Cảm giác như em không còn khả năng kiểm soát cuộc sống của mình. Đây là tình trạng nghiêm trọng cần can thiệp ngay.", 3
"Dạo này, em cảm thấy hơi buồn, không còn thú vị như trước nữa. Mọi thứ dường như mất đi điểm sáng. Em nghĩ mình đang trải qua một giai đoạn buồn tạm thời.", 1
"Em luôn cảm thấy lo lắng và căng thẳng. Cảm giác như có một áp lực nào đó luôn đè nặng lên vai em. Em cần phải tìm cách thư giãn và xả stress hơn.", 1
"Thời gian gần đây, em cảm thấy mệt mỏi và căng thẳng hơn bao giờ hết. Công việc nhiều và áp lực đè nặng lên em. Em cần giải quyết stress và kiểm soát tình hình.", 2
"Em thường xuyên bị lo âu và sự lo lắng đôi khi khiến em khó thở. Em cảm thấy như bị vướng vào một vòng xoáy không thoát ra. Đã đến lúc tìm sự giúp đỡ để không để tình trạng trầm trọng hơn.", 2
"Hệ thống của em đang gặp vấn đề nghiêm trọng. Công việc đè nặng lên em, và em đã không thể xả stress một thời gian dài. Em cảm thấy kiệt sức và mất kiểm soát. Cần sự can thiệp cấp bách.", 3
"Cảm xúc của em ngày càng kém ổn định. Tâm trạng thất thường và lo âu đè nặng lên em hàng ngày. Cảm giác như em không còn khả năng kiểm soát cuộc sống của mình. Đây là tình trạng nghiêm trọng cần can thiệp ngay.", 3
"Gần đây, em hay cảm thấy mệt mỏi hơn một chút. Em không biết tại sao, chỉ là đôi khi cảm giác không muốn thực hiện những hoạt động yêu thích nữa,", 1
"Em cảm thấy mình mất đi phần lớn động lực. Hằng ngày thức dậy, chỉ muốn ở lại giường. Bạn bè hỏi han nhưng em thấy mệt mỏi chỉ muốn tránh xa mọi người,", 2
"Mỗi ngày đối với em giờ đây như một trận chiến. Em thật sự không muốn tiếp tục nữa. Cảm giác như mọi thứ đều mất ý nghĩa và em chỉ muốn bỏ cuộc,", 3
"Đôi khi, trước những tình huống không quan trọng, em cảm thấy lo lắng một chút. Chẳng hạn, khi chuẩn bị cho một buổi tụ tập bạn bè hoặc một kỳ thi nhỏ,", 1
"Hằng ngày, em cảm thấy lo âu và căng thẳng. Mỗi lần điện thoại reo hoặc có tiếng động lạ, trái tim em đập nhanh. Em luôn cảm thấy mình trong tình trạng sẵn sàng đối mặt với nguy hiểm,", 2
"Lo lắng và sợ hãi giờ đã chi phối cuộc sống của em. Em không thể đi ra ngoài hoặc tiếp xúc với mọi người mà không cảm thấy hoảng sợ. Đôi khi, chỉ cần nghĩ đến việc phải ra khỏi nhà cũng khiến em khóc,", 3
"Dạo này, với lượng công việc và áp lực từ trường, em cảm thấy hơi mệt mỏi. Em thường cần nghỉ ngơi nhiều hơn để phục hồi,", 1
"Cảm giác như mình đang chìm dần trong đống việc. Mỗi ngày, áp lực ngày càng nặng nề và em không biết làm sao để cân bằng giữa học tập và giải trí. Em cảm thấy kiệt sức mỗi tối khi về nhà,", 2
"Em cảm thấy mình đã cạn kiệt hoàn toàn. Ngay cả việc thức dậy mỗi buổi sáng cũng trở thành một nhiệm vụ khó khăn. Em không biết mình còn đủ sức để tiếp tục như thế này bao lâu nữa,", 3
"Thỉnh thoảng, em vẫn cảm thấy buồn về những chuyện đã qua. Mặc dù đã cố gắng quên, nhưng đôi khi vẫn nghĩ về nó,", 1
"Khi nhắc đến những chuyện không vui hồi trước, lòng em vẫn đau đớn. Em thường mơ về nó và cảm giác như mình không thể thoát ra,", 2
"Những sự kiện trong quá khứ giờ đây trở thành ác mộng cho em. Em thường thức dậy giữa đêm vì ám ảnh, và cảm giác như không thể tiếp tục sống bình thường nữa,", 3
"Dạo gần đây, em cảm thấy hơi mệt mỏi và không thực sự muốn gặp ai. Nhưng mỗi khi ra ngoài, tâm trạng lại sáng hơn một chút.", 1
"Em thấy mình mất hứng thú với mọi thứ, không muốn dậy khỏi giường mỗi sáng. Học online, không gặp bạn bè, em cảm thấy cô đơn quá.", 2
"Cảm giác nặng trĩu, mất hết hy vọng. Em không biết mình còn có thể vượt qua không, mỗi ngày đều thấy tuyệt vọng.", 3
"Thỉnh thoảng, em cảm thấy lo lắng khi phải tham gia buổi họp trực tuyến. Nhưng sau đó thì thường ổn.", 1
"Mỗi khi nhận tin nhắn hoặc cuộc gọi, tim em đập nhanh, cảm giác lo sợ không lý do. Em tránh né mọi người, sợ họ đánh giá mình.", 2
"Em không thể ngừng suy nghĩ, cảm giác như đang rơi tự do. Lo sợ đến mức không thể đi ra khỏi nhà, sợ mọi thứ xung quanh.", 3
"Em thấy mệt mỏi sau mỗi buổi học online, nhưng sau khi nghỉ ngơi một lát, thì cảm thấy tốt hơn.", 1
"Mỗi ngày, em đều cảm thấy kiệt sức, dù chỉ làm một ít việc. Không còn động lực, thậm chí việc nghỉ ngơi cũng không giúp em hồi phục.", 2
"Em cảm thấy mình đang chạy trốn từ mọi thứ, không thể tập trung vào công việc hoặc học tập. Cảm giác như bản thân đang bị nén chặt, không thoát ra được.", 3
"Đôi khi, em nhớ về một sự kiện không vui hồi nhỏ, nhưng sau đó thì em lại tiếp tục với cuộc sống hàng ngày.",1
"Quá khứ luôn quấy rối em, nhất là vào ban đêm. Em thấy khó chịu, mất ngủ và thường xuyên mơ về nó.",2
"Những kỷ niệm tổn thương từ quá khứ không ngừng ám ảnh em. Cảm giác như mình đang sống lại những khoảnh khắc đó mỗi ngày, không thể thoát ra.", 3
"Dạo này, em cảm thấy hơi buồn và mất hứng thú với mấy thứ mình thích. Chắc do áp lực học hành,",1
"Mỗi ngày đi học, lòng em cứ nặng nề. Cảm giác như mọi thứ đều mất ý nghĩa. Em không muốn tiếp xúc với ai cả, chỉ muốn ở nhà một mình",2
"Em thấy mình chìm sâu trong bóng tối, không còn muốn làm bất cứ điều gì nữa. Đôi khi chỉ muốn ngủ mãi mãi và không bao giờ tỉnh lại,", 3
"Thỉnh thoảng, em cảm thấy lo lắng về mấy bài kiểm tra. Lo sợ sẽ không làm tốt,",1
"Em thấy stress mỗi khi phải giao tiếp với bạn bè. Sợ mọi người đánh giá, sợ không đạt được kỳ vọng. Đôi khi trái tim đập nhanh và khó thở khi nghĩ về những điều này,", 2
"Áp lực quá mạnh, em cảm thấy mình đang bị nén chặt. Mỗi lần đi ra ngoài, lòng đập thình thịch và muốn trốn tránh mọi người. Em thật sự không biết phải làm sao,", 3
"Cảm thấy mệt mỏi sau mỗi buổi học online, nhưng chắc do ngủ muộn thôi,", 1
"Cả tuần nay, em cảm giác như đang chạy đua với thời gian. Công việc không bao giờ hết, em không biết mình có còn đủ sức không nữa,", 2
"Mỗi ngày đối diện với đống công việc, em cảm thấy như mình đang bị nén chặt và không thể thoát ra. Em không còn muốn tiếp tục nữa,", 3
"Thỉnh thoảng em nghĩ về những chuyện không vui trước đây, nhưng sau đó em cố gắng tập trung vào việc khác,", 1
"Những ký ức về lần bị bắt nạt hồi cấp 2 cứ ám ảnh em. Đôi khi em mơ về nó và tỉnh giấc với cảm giác lo sợ,", 2
"Em không thể quên được ngày mất đi người thân. Hình ảnh đó luôn xuất hiện trong đầu, làm em khóc mỗi đêm và không thể tĩnh tâm,", 3
"Dạo này, em cảm thấy buồn một chút, không thể tìm thấy niềm vui như trước nữa,", 1
"Cảm giác lo lắng đã nắm bắt em một thời gian dài, nhưng đôi khi nó trở nên nặng nề hơn,", 2
"Công việc và áp lực cuộc sống đang khiến em thực sự kiệt sức. Em cảm thấy mệt mỏi và không thể tiếp tục,", 3
"Mỗi lần nhớ lại kỷ niệm kinh hoàng đó, em cảm thấy tinh thần của mình rơi vào cảm giác sợ hãi và ám ảnh. Em không thể nào quên được nó,", 3
"Em cảm thấy buồn và không còn hứng thú với cuộc sống hàng ngày, tuy nhiên, nó chưa đến mức nặng,", 2
"Áp lực từ trường học và gia đình khiến em căng thẳng, nhưng em vẫn còn kiểm soát được tình hình,", 1
"Lo lắng luôn đi kèm với em, làm cho mỗi ngày trở nên khá mệt mỏi, nhưng chưa đến mức quá nặng,", 2
"Sự căng thẳng trong công việc và cuộc sống đang làm em cảm thấy rất kiệt sức, nhưng em vẫn cố gắng đối mặt,", 3
"Dạo này, em hay cảm thấy mệt mỏi mà không rõ lý do. Em vẫn ăn ngủ bình thường nhưng đôi lúc chỉ muốn ở yên một chỗ,", 1
"Sáng nay, em thấy lòng không vui. Em không biết tại sao, chỉ cảm thấy buồn và không muốn làm gì cả. Cảm giác này kéo dài vài tuần nay,", 2
"Thật sự, em không muốn tiếp tục nữa. Mỗi ngày trôi qua, em chỉ muốn chui vào chăn và không bao giờ thức dậy. Em thấy mất hết hy vọng,", 3
"Em thấy hơi lo lắng khi phải nói trước đám đông. Đôi lúc tim đập nhanh, nhưng sau khi nói xong thì lại ổn,", 1
"Dạo gần đây, em cảm thấy khó thở mỗi khi đi ra ngoài hoặc gặp người lạ. Em thường tránh đi ra ngoài và muốn ở nhà một mình,", 2
"Lo lắng đã làm cho em không thể sống bình thường. Em luôn cảm thấy có nguy cơ xảy ra điều tồi tệ, không thể tập trung vào việc gì và thậm chí không muốn rời khỏi nhà,", 3
"Mấy hôm nay, em thấy hơi mệt với công việc và học tập. Cần một chút thời gian nghỉ ngơi thôi,", 1
"Với lượng công việc và học tập đè nặng, em cảm thấy khó mà giữ vững tinh thần. Em bắt đầu mất ngủ và khó tập trung,", 2
"Em cảm thấy kiệt sức hoàn toàn. Cả ngày chỉ muốn nằm xuống, không có sức làm bất cứ điều gì. Em không biết mình còn đủ sức chống chọi bao lâu nữa,", 3
"Đôi lúc, em nhớ về một sự kiện không vui hồi nhỏ nhưng không nghĩ nhiều lắm,", 1
"Mỗi khi nhắc đến một sự kiện xảy ra trước đây, lòng em lại đau đớn. Em thường mơ về nó và cảm thấy khó chịu,", 2
"Quá khứ luôn ám ảnh em. Em không thể quên, không thể ngủ và thường xuyên bị hoảng loạn. Em cảm thấy mình không thể vượt qua được,", 3
"Dạo này em thấy hơi mệt mỏi mỗi khi đi học, nhưng còn có lúc vui vẻ chơi đùa với bạn bè,", 1
"Mỗi sáng thức dậy, em thường cảm thấy mất hứng thú với mọi thứ. Bạn bè, trò chơi, thậm chí là những bộ phim em yêu thích cũng không làm em vui lên,", 2
"Em không muốn làm gì cả, chỉ muốn nằm im trong phòng. Mọi người nói chuyện với em nhưng em không thể tập trung nghe,", 3
"Thỉnh thoảng, em cảm thấy lo lắng khi phải thuyết trình trước lớp nhưng sau đó em lại ổn,", 1
"Mỗi lần nhắc đến kỳ thi, tim em đập nhanh và khó thở. Em cảm thấy áp lực từ gia đình và bạn bè, không biết phải làm sao,", 2
"Em thường xuyên cảm thấy lo âu, đến mức không thể ra khỏi nhà hay gặp mọi người. Cảm giác như có một bức tường vô hình ngăn cản em,", 3
"Thỉnh thoảng sau khi học online, em cảm thấy mệt và cần nghỉ ngơi. Nhưng sau một giấc ngủ ngắn, em thấy khá hơn,", 1
"Hằng ngày, công việc và học tập khiến em cảm thấy mệt mỏi. Em thường xuyên bỏ bữa và khó ngủ vào ban đêm,", 2
"Em cảm thấy kiệt sức, như một bóng ma trong cơ thể của chính mình. Không còn sức lực để làm bất kỳ điều gì, dù chỉ là việc nhỏ nhất,", 3
"Em vẫn nhớ vụ tai nạn gần nhà hồi nhỏ. Đôi khi nó xuất hiện trong mơ và khiến em giật mình thức giấc,", 1
"Những kỷ niệm về lần bị bắt nạt hồi tiểu học thường xuyên quay lại. Em cảm thấy khó chịu mỗi khi nghĩ về nó và tránh né những nơi liên quan đến kỷ niệm ấy,", 2
"Em không thể quên được cảnh tai nạn của bố mình. Mỗi lần nhớ lại, em thấy nghẹn lời và khóc suốt ngày. Cảm giác đau lòng ấy không bao giờ hết,", 3
"Dạo này, em cảm thấy buồn thường xuyên hơn một chút. Chắc có lẽ vì mệt mỏi với việc học,", 1
"Hằng ngày, em thức dậy với cảm giác không muốn làm bất cứ điều gì. Cảm thấy mọi thứ đều trở nên mờ nhạt,", 2
"Thật sự, em cảm thấy rất tệ. Cảm giác như mất hết hy vọng, không muốn tiếp tục sống nữa,", 3
"Dạo này, sau giờ học, em hay buồn buồn một mình, không muốn nói chuyện nhiều. Nhưng mỗi khi ra chơi, em lại vui vẻ trở lại,", 1
"Em thấy mình không muốn gặp ai cả, dù là bạn bè thân thiết. Mỗi lần ai hỏi, em chỉ trả lời ngắn gọn và muốn kết thúc cuộc trò chuyện nhanh chóng,", 2
"Mỗi ngày, em chỉ muốn ở trong phòng, tắt điện thoại và không muốn tiếp xúc với thế giới bên ngoài. Cảm giác như mọi thứ đều quá nặng nề và không còn gì vui vẻ nữa,", 3
"Đôi khi, trước những tình huống mới mẻ, em cảm thấy hơi lo lắng. Nhưng sau một lúc, em lại tự tạo ra sự yên bình cho mình,", 1
"Mỗi khi phải nói trước đám đông hoặc gặp gỡ người lạ, tim em đập nhanh và tay chân lạnh buốt. Điều này làm cho em mất tự tin và tránh né mọi người,", 2
"Thực sự, mỗi lần đi ra ngoài, em đều cảm thấy như có ai đó đang theo dõi mình. Lo sợ đến mức em không dám ra khỏi nhà nếu không có ai đi cùng,", 3
"Dạo gần đây, em thấy mệt mỏi dù chỉ mới bắt đầu một ngày mới. Mọi công việc nhỏ nhất cũng trở nên khó khăn hơn,", 1
"Mỗi ngày, sau giờ học hay làm việc, em chỉ muốn nằm xuống và không làm gì cả. Cảm giác như đang mất hết năng lượng và không muốn gặp ai,", 2
"Thực sự, em cảm thấy kiệt sức. Dù chưa làm gì cả, nhưng mỗi sáng thức dậy, em lại thấy mệt mỏi như đã trải qua một ngày dài. Em không biết phải làm sao,", 3
"Thỉnh thoảng, em nghĩ lại về những chuyện cũ và cảm thấy hơi buồn. Nhưng sau một lúc, em lại quên mất và tiếp tục công việc của mình,", 1
"Những chuyện đã qua trong quá khứ khiến em mất ngủ mỗi đêm. Em thường tránh né không nói về nó và cảm thấy không yên,", 2
"Mỗi khi nhớ lại sự việc đau lòng từ trước, em thường phải khóc và cảm thấy mất kiểm soát. Em cảm thấy mình không thể vượt qua được và cần sự giúp đỡ,", 3
"Dạo này em thấy mình hơi buồn và không muốn tiếp xúc với ai.", 1
"Hầu hết thời gian, em cảm thấy buồn và mất hứng thú với mọi thứ. Em bắt đầu tránh né bạn bè và gia đình.", 2
"Mỗi ngày em thấy như một gánh nặng. Em không còn muốn tiếp tục nữa, mọi thứ đều tối tăm và vô nghĩa.", 3
"Đôi khi, trước khi ra khỏi nhà, em cảm thấy lo lắng một chút.", 1
"Gần đây, em thường cảm thấy tim đập nhanh và lo lắng không rõ lý do, khó tập trung vào công việc.", 2
"Em cảm thấy lo lắng đến mức không thể đi ra ngoài hay gặp ai. Mỗi lần điện thoại reo, lòng em đập thình thịch và muốn trốn tránh mọi người.", 3
"Sau mỗi ngày học, em thấy mệt mỏi và cần nghỉ ngơi.", 1
"Em thường xuyên cảm thấy kiệt sức với công việc và học tập. Cảm giác như không còn năng lượng cho ngày mới.", 2
"Em cảm thấy hoàn toàn mất kiểm soát với cuộc sống, cảm giác mình đang chìm sâu trong bể tuyệt vọng và không thể thoát ra.", 3
"Khi nghe một tiếng động lớn, em nhớ lại một chút về những sự kiện không vui trước đây.", 1
"Những giấc mơ về quá khứ ám ảnh em hầu như mỗi đêm, và em thường thức dậy với cảm giác lo sợ.", 2
"Em không thể ngăn những hình ảnh kinh hoàng từ quá khứ xuất hiện trong tâm trí. Em cảm thấy mình đang sống lại những giây phút ấy, mỗi lúc mỗi phút.", 3
"Dạo này, em thấy hơi buồn. Không biết tại sao, chỉ là đôi lúc không muốn làm gì cả,", 1
"Thỉnh thoảng, em cảm thấy lòng mình trống trải và mất hứng thú với mọi thứ. Đôi lúc muốn ở một mình, không muốn tiếp xúc ai,", 2
"Mỗi ngày em cảm thấy như mình đang chìm trong bóng tối. Không còn niềm vui, không còn muốn gặp ai, chỉ muốn biến mất,", 3
"Thỉnh thoảng, trước khi đi ngủ, em cảm thấy lo lắng. Không rõ vì điều gì, chỉ là cảm giác căng thẳng một chút,", 1
"Gần đây, mỗi khi phải đối diện với áp lực, tim em đập nhanh và em thấy khó thở. Đôi khi không muốn ra khỏi nhà vì sợ sẽ gặp chuyện không mong muốn,", 2
"Em luôn cảm thấy lo sợ và hoảng loạn. Những cảm giác này khiến em không thể tập trung vào việc gì, và em thậm chí còn sợ đụng đến người khác,", 3
"Dạo gần đây, em cảm thấy hơi mệt mỏi với việc học. Có lẽ chỉ cần một chút nghỉ ngơi là ổn,", 1
"Mỗi buổi chiều, sau khi học xong, em cảm thấy kiệt sức. Dù muốn, nhưng đôi lúc em chỉ muốn bỏ cuộc vì cảm thấy mình không còn sức lực,", 2
"Em thực sự cảm thấy không thể tiếp tục nữa. Mỗi ngày, mỗi giờ, chỉ là áp lực và stress. Em muốn tìm một lối thoát,", 3
"Đôi lúc, em nhớ về một số chuyện không vui trong quá khứ. Nhưng rồi em cũng nhanh chóng quên đi,", 1
"Có những lúc, một tiết tấu nhạc hay mùi nước hoa cũ có thể khiến em nhớ về những kỷ niệm không vui. Em cảm thấy buồn và lo sợ mỗi khi nhớ lại,", 2
"Những ký ức khủng khiếp từ quá khứ không ngừng ám ảnh em. Em thấy mình không thể thoát khỏi chúng, và đôi khi muốn gào thét lên vì nỗi đau,", 3
"Dạo này, em thấy mình hơi buồn. Không biết tại sao, chỉ cảm thấy không vui như mọi ngày thôi,", 1
"Em cảm thấy mệt mỏi quá, mỗi lần ngồi học hay làm gì đó, lòng chỉ muốn bỏ cuộc. Em thực sự không biết mình đang làm gì nữa,", 2
"Mỗi ngày đối diện với bản thân trong gương, em chỉ muốn khóc. Em cảm thấy chẳng có lý do gì để tiếp tục sống nữa,", 3
"Đôi khi, em cảm thấy hơi lo lắng khi phải ra ngoài gặp bạn bè. Em chỉ muốn tránh xa mọi người một chút thôi,", 1
"Mỗi lần điện thoại reo hay có ai đến nhà, tim em đập nhanh và khó thở. Em thấy mình không thể kiểm soát được cảm giác này,", 2
"Em sợ mỗi lần phải ra khỏi nhà, cảm giác như có ai đó đang theo dõi em. Đôi khi em chỉ muốn ẩn mình và không ai tìm thấy,", 3
"Dạo này, em thấy mình hơi mệt mỏi với công việc và học tập. Cần một chút thời gian nghỉ ngơi,", 1
"Mỗi ngày, em cảm thấy mình chạy đua với thời gian và công việc. Cảm giác kiệt sức và không biết bao giờ mới dừng lại,", 2
"Em cảm thấy mình đang đứng trước bờ vực, không còn sức lực để tiếp tục. Mọi thứ đè nén em và em không biết làm gì cả,", 3
"Đôi khi, em nghĩ về những chuyện không vui đã qua và cảm thấy buồn một chút,", 1
"Quá khứ luôn ám ảnh em, mỗi lần nhớ lại em đều cảm thấy đau lòng và khó chịu,", 2
"Em không thể ngủ được mỗi đêm vì hình ảnh và tiếng động từ quá khứ. Em cảm thấy mình không thể thoát ra khỏi những kỷ niệm đó,", 3
"Dạo này, em thấy mình hơi buồn. Không biết tại sao, chỉ cảm thấy không vui như mọi ngày thôi,", 1
